country,region,election_renewal,year,month,chamber_type,chamber_total_seats,women_total,women_perc,notes
Uruguay,AME,Yes,1966,November,upper,30,0.0,0.0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1971,November,lower,99,1.0,0.01,1 additional woman substitute member effectively sat in Parliament; Congress was dissolved following a military coup d'Etat on 27 June 1973.
Uruguay,AME,Yes,1971,November,upper,30,0.0,0.0,Congress was dissolved following a military coup d'Etat on 27 June 1973.
Uruguay,AME,Yes,1984,November,lower,99,0.0,0.0,
Uruguay,AME,Yes,1984,November,upper,30,0.0,0.0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1989,November,lower,99,6.0,0.06,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1989,November,upper,31,0.0,0.0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1994,November,lower,99,7.0,0.07,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1994,November,upper,30,2.0,0.07,3 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1999,,lower,99,12.0,0.12,
Uruguay,AME,Yes,1999,,upper,31,3.0,0.1,
Uruguay,AME,Yes,2004,October,lower,99,12.0,0.12,
Uruguay,AME,Yes,2004,October,upper,31,3.0,0.1,
Uruguay,AME,Yes,2009,October,lower,99,14.0,0.14,
Uruguay,AME,Yes,2009,October,upper,30,4.0,0.13,
Uruguay,AME,Yes,2014,October,lower,99,16.0,0.16,
Uruguay,AME,Yes,2014,,upper,31,9.0,0.29,
USSR,EUR,Yes,1946,,lower,682,116.0,0.17,
USSR,EUR,Yes,1946,,upper,657,161.0,0.24,
USSR,EUR,Yes,1950,,lower,678,133.0,0.2,
USSR,EUR,Yes,1950,,upper,638,147.0,0.23,
USSR,EUR,Yes,1954,,lower,708,170.0,0.24,
USSR,EUR,Yes,1954,,upper,639,178.0,0.28,
USSR,EUR,Yes,1958,,lower,738,190.0,0.26,
USSR,EUR,Yes,1958,,upper,640,176.0,0.27,
USSR,EUR,Yes,1962,,lower,791,215.0,0.27,
USSR,EUR,Yes,1962,,upper,652,175.0,0.27,
USSR,EUR,Yes,1966,,lower,767,222.0,0.29,
USSR,EUR,Yes,1966,,upper,750,203.0,0.27,
USSR,EUR,Yes,1970,,lower,767,232.0,0.3,
USSR,EUR,Yes,1970,,upper,750,231.0,0.31,
USSR,EUR,Yes,1974,,lower,767,234.0,0.31,
USSR,EUR,Yes,1974,,upper,750,241.0,0.32,
USSR,EUR,Yes,1979,,lower,750,240.0,0.32,
USSR,EUR,Yes,1979,,upper,750,247.0,0.33,
USSR,EUR,Yes,1984,,lower,750,233.0,0.31,
USSR,EUR,Yes,1984,,upper,750,259.0,0.35,
USSR,EUR,Yes,1989,,lower,271,39.0,0.14,
USSR,EUR,Yes,1989,,upper,271,55.0,0.2,
Uzbekistan,EUR,Yes,1990,,single,500,48.0,0.1,The Soviet Supreme of the SSR of Uzbekistan became the first legislature of Uzbekistan after the country became independent on 31 August 1991. Uzbek women were previously elected to the Supreme Soviet of the SSR of Uzbekistan and to the USSR Parliament.
Uzbekistan,EUR,Yes,1994,,single,250,15.0,0.06,
Uzbekistan,EUR,Yes,1999,,single,250,17.0,0.07,
Uzbekistan,EUR,Yes,2004,December,lower,120,21.0,0.18,
Uzbekistan,EUR,Yes,2005,January,upper,100,15.0,0.15,"84 members elected, 16 appointed"
Uzbekistan,EUR,Yes,2009,December,lower,150,33.0,0.22,
Uzbekistan,EUR,Yes,2010,January,upper,100,15.0,0.15,
Uzbekistan,EUR,Yes,2015,December,lower,150,24.0,0.16,
Uzbekistan,EUR,Yes,2015,February,upper,100,17.0,0.17,
Vanuatu,PAC,Yes,1979,,single,39,0.0,0.0,First legislature of Vanuatu after the country became independent on 30 July 1980.
Vanuatu,PAC,Yes,1983,,single,39,0.0,0.0,
Vanuatu,PAC,Yes,1987,,single,46,2.0,0.04,
Vanuatu,PAC,Yes,1991,,single,46,1.0,0.02,No longer any woman in Parliament as of May 1991
Vanuatu,PAC,Yes,1998,,single,52,0.0,0.0,
Vanuatu,PAC,Yes,2002,,single,52,1.0,0.02,
Vanuatu,PAC,Yes,2004,July,single,52,2.0,0.04,
Vanuatu,PAC,Yes,2008,September,single,52,2.0,0.04,
Vanuatu,PAC,Yes,2012,October,single,52,0.0,0.0,
Vanuatu,PAC,Yes,2016,January,single,52,0.0,0.0,
Venezuela,AME,Yes,1946,October,temporary_assembly,160,9.0,0.06,"A 160-member unicameral Constituent Assembly, including 9 women (5.6%), had previously been elected in October 1946."
Venezuela,AME,Yes,1948,February,lower,110,2.0,0.02,Congress was dissolved following a military coup d'Etat in December 1952
Venezuela,AME,Yes,1948,February,upper,45,2.0,0.04,"Excluding senators for life, such as the President of the Republic; Congress was dissolved following a military coup d'Etat in December 1952"
Venezuela,AME,Yes,1953,April,,Not available,,,Congress was dissolved following a military coup d'Etat in December 1952
Venezuela,AME,Yes,1958,December,lower,133,3.0,0.02,
Venezuela,AME,Yes,1958,December,upper,51,0.0,0.0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1963,March,lower,178,6.0,0.03,
Venezuela,AME,Yes,1963,March,upper,47,0.0,0.0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1968,December,lower,214,0.0,0.0,
Venezuela,AME,Yes,1968,December,upper,52,1.0,0.02,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1973,December,lower,200,5.0,0.02,
Venezuela,AME,Yes,1973,December,upper,47,0.0,0.0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1978,December,lower,199,6.0,0.03,
Venezuela,AME,Yes,1978,December,upper,44,1.0,0.02,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1983,December,lower,200,7.0,0.04,
Venezuela,AME,Yes,1983,December,upper,44,0.0,0.0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1988,December,lower,201,20.0,0.1,
Venezuela,AME,Yes,1988,December,upper,46,3.0,0.07,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1993,December,lower,203,12.0,0.06,
Venezuela,AME,Yes,1993,December,upper,50,4.0,0.08,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1998,November,lower,206,27.0,0.13,
Venezuela,AME,Yes,1998,November,upper,54,2.0,0.04,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,2000,July,lower,206,25.0,0.12,
Venezuela,AME,Yes,2000,July,upper,21,6.0,0.29,
Venezuela,AME,Yes,2000,,single,165,16.0,0.1,
Venezuela,AME,Yes,2005,December,single,167,29.0,0.17,
Venezuela,AME,Yes,2010,September,single,165,28.0,0.17,
Venezuela,AME,Yes,2015,December,single,167,24.0,0.14,
Viet Nam,ASIA,Yes,1976,,single,492,132.0,0.27,"First legislature after the reunification of Viet Nam, which was officially proclaimed in July 1976."
Viet Nam,ASIA,Yes,1981,,single,496,108.0,0.22,
Viet Nam,ASIA,Yes,1987,,single,496,88.0,0.18,
Viet Nam,ASIA,Yes,1992,,single,395,73.0,0.18,
Viet Nam,ASIA,Yes,1997,January,single,395,73.0,0.18,
Viet Nam,ASIA,Yes,1997,,single,450,118.0,0.26,
Viet Nam,ASIA,Yes,2002,,single,498,136.0,0.27,
Viet Nam,ASIA,Yes,2007,May,single,493,127.0,0.26,
Viet Nam,ASIA,Yes,2011,May,single,500,122.0,0.24,
Viet Nam,ASIA,Yes,2016,,single,498,121.0,0.24,
Viet Nam,ASIA,Yes,2016,May,single,496,133.0,0.27,
Viet Nam,ASIA,Yes,2016,July,single,494,132.0,0.27,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1946,,single,219,10.0,0.05,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1960,,single,362,49.0,0.14,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1964,,single,366,62.0,0.17,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1971,,single,420,125.0,0.3,"First legislature of the Democratic Republic of Viet Nam, proclaimed in 1955."
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1975,,single,424,137.0,0.32,
Viet Nam South (Republic Of),ASIA,Yes,1956,,temporary_assembly,Not available,,,"Unicameral Constituent Assembly. The total number of seats at the time was 123, but this was not counted since information on the number of women is unavailable."
Viet Nam South (Republic Of),ASIA,Yes,1960,,lower,Not available,,,"First legislature of the Republic of Viet Nam, proclaimed in 1955. "
Viet Nam South (Republic Of),ASIA,Yes,1960,,upper,Not available,,,"First legislature of the Republic of Viet Nam, proclaimed in 1955. "
Viet Nam South (Republic Of),ASIA,Yes,1963,September,lower,Not available,,,Parliament was dissolved following a military coup d'Etat on 1 November 1963.
Viet Nam South (Republic Of),ASIA,Yes,1963,September,upper,Not available,,,Parliament was dissolved following a military coup d'Etat on 1 November 1963.
Viet Nam South (Republic Of),ASIA,Yes,1966,,single,117,1.0,0.01,
Viet Nam South (Republic Of),ASIA,Yes,1973,,lower,Not available,,,Collapse of institutions in South Viet Nam in April 1975.
Viet Nam South (Republic Of),ASIA,Yes,1973,,upper,Not available,,,"Collapse of institutions in South Viet Nam in April 1975. The total number of seats at the time was 60, but this was not counted since information on the number of women is unavailable."
Yemen,MENA,Yes,1990,May,single,301,10.0,0.03,"On 22 May 1990, the unification of the Arab Republic of Yemen and the People's Democratic Republic of Yemen entailed the amalgamation of the two Republics' Parliaments into a unicameral House of Representatives. 31 members appointed by the Head of State."
Yemen,MENA,Yes,1993,April,single,301,2.0,0.01,31 members appointed by the Head of State.
Yemen,MENA,Yes,1997,,lower,301,2.0,0.01,31 members appointed by the Head of State.
Yemen,MENA,Yes,2001,April,upper,111,2.0,0.02,All members of the Upper House are appointed
Yemen,MENA,Yes,2003,April,lower,301,1.0,0.0,
Yemen North (Yemen Arab Republic),MENA,Yes,1970,,single,99,0.0,0.0,First legislature of the Arab Republic of Yemen proclaimed on 30 November 1967.  The Assembly was later dissolved following a military coup d'Etat on 13 June 1974.
Yemen North (Yemen Arab Republic),MENA,Yes,1978,,single,99,0.0,0.0,People's Constituent Assembly where all the members were appointed for 3 years by the Military Command Council.
Yemen North (Yemen Arab Republic),MENA,Yes,1988,,single,159,0.0,0.0,128 elected members and 31 appointed by the Head of State.
Yemen South (People's Democratic Republic),MENA,Yes,1967,,single,Not available,,,"First legislature of the People's Democratic Republic of Yemen, proclaimed on 30 November 1967. The total number of seats at the time was 101, but this was not counted since information on the number of women is unavailable."
Yemen South (People's Democratic Republic),MENA,Yes,1971,,single,101,9.0,0.09,"In 1971, the members of the Council were all appointed."
Yemen South (People's Democratic Republic),MENA,Yes,1978,,single,111,7.0,0.06,
Yemen South (People's Democratic Republic),MENA,Yes,1986,,single,111,11.0,0.1,
Yemen South (People's Democratic Republic),MENA,Yes,1989,,single,270,11.0,0.04,
Yugoslavia (Federal Republic of),EUR,Yes,1992,May,lower,136,7.0,0.05,"The nominal number of seats for the Lower House is 138, but there were 2 vacancies"
Yugoslavia (Federal Republic of),EUR,Yes,1992,May,lower,138,4.0,0.03,
Yugoslavia (Federal Republic of),EUR,Yes,1992,December,upper,40,1.0,0.02,
Yugoslavia (Federal Republic of),EUR,Yes,1993,February,upper,40,1.0,0.02,
Yugoslavia (Federal Republic of),EUR,Yes,1994,March,upper,36,1.0,0.03,"The nominal number of seats for the Upper House is 40, but there were 4 vacancies in the Serbian Assembly. Four vacancies following elections to the National Assembly of the Republic of Serbia"
Yugoslavia (Federal Republic of),EUR,Yes,1996,November,lower,138,7.0,0.05,Data only found on Parline
Yugoslavia (Federal Republic of),EUR,Yes,1998,March,upper,40,4.0,0.1,
Yugoslavia (Federal Republic of),EUR,Yes,2000,September,lower,138,10.0,0.07,
Yugoslavia (Federal Republic of),EUR,Yes,2000,September,upper,40,1.0,0.02,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1945,,temporary_assembly,349,9.0,0.03,"This was Yugoslavia's (Socialist Federal Republic of) Constituent Assembly, Lower House. After the adoption of the Constitution, the Constituent Assembly became the Federal People's Republic of Yugoslavia (Federal People's Republic Of) Assembly on 31 January 1946."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1945,,temporary_assembly,175,11.0,0.06,"This was Yugoslavia's (Socialist Federal Republic of) Constituent Assembly, Upper House. After the adoption of the Constitution, the Constituent Assembly became the Federal People's Republic of Yugoslavia (Federal People's Republic Of) Assembly on 31 January 1946."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1947,,lower,362,10.0,0.03,"By-elections to the People's Assembly of the Federal People's Republic of Yugoslavia (Federal People's Republic Of) were held on 30 November 1947 to full, in the Federal Chamber, the additional seats corresponding to the region united with Yugoslavia (Federal People's Republic Of) in accordance with the Peace Treaty with Italy.  The situation presented here corresponds to the situation after those elections which brought the total number of seats in the People's Assembly to 537."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1947,,upper,175,11.0,0.06,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1950,,lower,405,13.0,0.03,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1950,,upper,215,18.0,0.08,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1953,,lower,352,19.0,0.05,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1953,,upper,202,7.0,0.03,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1958,,lower,371,24.0,0.06,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1958,,upper,216,14.0,0.06,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,temporary_assembly,190,33.0,0.17,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,temporary_assembly,120,12.0,0.1,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,temporary_assembly,120,34.0,0.28,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,temporary_assembly,120,16.0,0.13,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,temporary_assembly,120,36.0,0.3,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,temporary_assembly,190,26.0,0.14,"This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,temporary_assembly,120,7.0,0.06,"This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,temporary_assembly,120,26.0,0.22,"This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,temporary_assembly,120,16.0,0.13,"This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,temporary_assembly,120,44.0,0.37,"This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,temporary_assembly,190,18.0,0.09,"This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,temporary_assembly,120,2.0,0.02,"This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,May,temporary_assembly,120,25.0,0.21,"This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,temporary_assembly,120,13.0,0.11,"This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,temporary_assembly,120,31.0,0.26,"This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,May,temporary_assembly,140,19.0,0.14,"This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,temporary_assembly,120,7.0,0.06,"This chamber of parliament, called ""Socio-Political"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time. This Chamber replaces the previous ""Organizational"" chamber; unable to find more details on this development."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,temporary_assembly,120,1.0,0.01,"This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,temporary_assembly,120,14.0,0.12,"This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,temporary_assembly,120,9.0,0.08,"This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1974,April,lower,220,42.0,0.19,"Women numbers based on the 1995 reply, found more reliable; on Parline, it is 33 women"
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1974,May,upper,87,9.0,0.1,"The nominal number of seats for the Upper House is 88, but there was 1 vacancy"
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1978,April,lower,220,44.0,0.2,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1978,May,upper,88,10.0,0.11,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1982,April,lower,220,45.0,0.2,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1982,May,upper,88,9.0,0.1,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1986,April,lower,220,40.0,0.18,"By a Constitutional Law of 15 March 1990 the term of the Assembly of the S.F.R.Y. was prolonged until 30 December 1990; subsequently, on 15 November 1990, the Federal Council of the S.F.R.Y. decided to extend its term until such time as a new Assembly of the S.F.R.Y. had been formed as a result of pluralist elections.  On 28 December 1990, the Chamber of Republics and Provinces decided to extend until 15 May 1991 the term of office of its delegates representing the assemblies of the Socialist Republics and the Autonomous Socialist Provinces.  On 26 April 1991, the Chamber of Republics and Provinces adopted an amendment to that latter decision prolonging its members' term of office.  On 25 June 1991, the number of delegates in the Federal Assembly of the S.F.R.Y. changed as a result of the secession of the R.S. of Slovenia, Croatia, Macedonia and Bosnia and Herzegovina."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1986,May,upper,88,9.0,0.1,"By a Constitutional Law of 15 March 1990 the term of the Assembly of the S.F.R.Y. was prolonged until 30 December 1990; subsequently, on 15 November 1990, the Federal Council of the S.F.R.Y. decided to extend its term until such time as a new Assembly of the S.F.R.Y. had been formed as a result of pluralist elections.  On 28 December 1990, the Chamber of Republics and Provinces decided to extend until 15 May 1991 the term of office of its delegates representing the assemblies of the Socialist Republics and the Autonomous Socialist Provinces.  On 26 April 1991, the Chamber of Republics and Provinces adopted an amendment to that latter decision prolonging its members' term of office.  On 25 June 1991, the number of delegates in the Federal Assembly of the S.F.R.Y. changed as a result of the secession of the R.S. of Slovenia, Croatia, Macedonia and Bosnia and Herzegovina."
Zambia,SUB-SAHARAN,Yes,1964,,temporary_assembly,75,4.0,0.05,This unicameral Legislative Council elected in January 1964 became the first legislature of Zambia after the country became independent on 24 October 1964; it was renamed the National Assembly on 28 October 1964. Concerns all elections: certain members appointed by the Head of State and the Speaker of the National Assembly. 
Zambia,SUB-SAHARAN,Yes,1968,,single,111,2.0,0.02,
Zambia,SUB-SAHARAN,Yes,1973,,single,136,8.0,0.06,
Zambia,SUB-SAHARAN,Yes,1978,,single,136,6.0,0.04,
Zambia,SUB-SAHARAN,Yes,1983,,single,136,4.0,0.03,
Zambia,SUB-SAHARAN,Yes,1988,,single,136,9.0,0.07,
Zambia,SUB-SAHARAN,Yes,1991,,single,150,10.0,0.07,
Zambia,SUB-SAHARAN,Yes,1996,,single,158,16.0,0.1,
Zambia,SUB-SAHARAN,Yes,2001,December,single,158,19.0,0.12,"An additional woman was nominated in January 2002, bringing the total number of women up to 20."
Zambia,SUB-SAHARAN,Yes,2006,September,single,157,23.0,0.15,
Zambia,SUB-SAHARAN,Yes,2011,September,single,155,17.0,0.11,
Zambia,SUB-SAHARAN,Yes,2016,,single,158,20.0,0.13,
Zambia,SUB-SAHARAN,Yes,2016,August,single,167,30.0,0.18,
Zimbabwe,SUB-SAHARAN,Yes,1980,,lower,100,8.0,0.08,First legislature of Zimbabwe after the country became independent on 18 April 1980.
Zimbabwe,SUB-SAHARAN,Yes,1980,,upper,40,3.0,0.08,"First legislature of Zimbabwe after the country became independent on 18 April 1980. 24 Senators appointed by the Assembly, 10 Chiefs and 6 Senators appointed by the Head of State."
Zimbabwe,SUB-SAHARAN,Yes,1985,,lower,100,11.0,0.11,
Zimbabwe,SUB-SAHARAN,Yes,1985,,upper,40,4.0,0.1,"24 Senators appointed by the Assembly, 10 Chiefs and 6 Senators appointed by the Head of State."
Zimbabwe,SUB-SAHARAN,Yes,1990,March,single,150,18.0,0.12,
Zimbabwe,SUB-SAHARAN,Yes,1995,April,single,150,22.0,0.15,120 elected and 30 seats reserved for members appointed by the President of the Republic and traditional Chiefs. One woman was then appointed Ambassador and was replaced by a man.
Zimbabwe,SUB-SAHARAN,Yes,2000,,single,150,14.0,0.09,
Zimbabwe,SUB-SAHARAN,Yes,2005,March,lower,150,24.0,0.16,
Zimbabwe,SUB-SAHARAN,Yes,2005,November,upper,66,21.0,0.32,
Zimbabwe,SUB-SAHARAN,Yes,2008,March,lower,210,32.0,0.15,
Zimbabwe,SUB-SAHARAN,Yes,2008,March,upper,90,23.0,0.26,
Zimbabwe,SUB-SAHARAN,Yes,2013,September,lower,270,85.0,0.31,"*The statutory number of members of the National Assembly stipulated in the 2013 Constitution is 210, one elected from each of the 210 constituencies. In accordance with Article 124 (1) (b) of the Constitution, an additional 60 seats will be reserved for women only for the first two Parliaments to be elected under the 2013 Constitution (i.e., in 2013 and the next one due in 2018)."
Zimbabwe,SUB-SAHARAN,Yes,2013,September,upper,80,38.0,0.48,
Zimbabwe,SUB-SAHARAN,Yes,2018,July,lower,270,85.0,0.31,60 reserved seats for women (only valid for the 2013 and 2018 elections)
Zimbabwe,SUB-SAHARAN,Yes,2018,July,upper,80,35.0,0.44,
Malaysia,ASIA,Continuous Renewal,1959,,upper,37,0.0,0.0,"First legislature of Malaysia after the country became independent on 31 August 1957. The nominal number of seats is 38, but there was 1 vacancy at the time; Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1960,,upper,38,0.0,0.0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1961,,upper,38,0.0,0.0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1962,,upper,38,0.0,0.0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1963,,upper,38,0.0,0.0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1964,,upper,38,0.0,0.0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1965,,upper,58,2.0,0.03,"The nominal number of seats is 60, but there were 2 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1966,,upper,58,2.0,0.03,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1967,,upper,58,2.0,0.03,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1968,,upper,58,2.0,0.03,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1969,,upper,58,2.0,0.03,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
